Encoding Date,Form Number,Name,Barangay,Zoning_Code,Lot_Area_sqm,Application Type,Purpose,Assessment Fee
2023-08-23,U-529255,Prime Commercial Center,Poblacion A,R2-Z,105.37,Locational Clearance,Subdivision Phase 1,17040.09
2023-08-24,U-340736,Corazon Santos,Alupay,I1-Z,3345.26,Development Permit,Industrial Park Expansion,117200.65
2023-08-24,U-533131,Angel Mendoza,Timbugan,R1-Z,249.94,Locational Clearance,Residential Construction,19265.86
2023-08-24,U-351754,Prime Trading Corp.,Santa Cruz,,,Zoning Certificate,Bank Financing Requirement,313.11
2023-08-24,U-145268,Emmanuel Bautista,Calantas,PTA-SZ-RA,16794.31,Zoning Certificate,Subdivision Phase 1,480.8
2023-08-25,U-244322,Corazon Macalalad,Santa Cruz,R1-Z,304.11,Zoning Certificate,Residential Construction,380.97
2023-08-29,U-436390,Christian Comia,Namuco,AgIndZ-PTR,3457.81,Locational Clearance,Bank Financing Requirement,17455.13
2023-08-29,U-032130,Teresa Castillo,Namuco,CMRF,877.75,Locational Clearance,Facility/Structure Construction,4689.78
2023-08-29,U-035638,Ramon Dimaculangan,Namunga,R2-Z,234.47,Zoning Certificate,Subdivision Phase 1,317.43
2023-08-30,U-063826,Mark Gonzales,Santa Cruz,R2-Z,132.06,Locational Clearance,Bank Financing Requirement,3514.86
2023-08-30,U-810943,Chloe Mendoza,San Carlos,I3-Z,8922.72,Locational Clearance,Warehouse/Factory Construction,2982.37
2023-08-30,U-523086,Sofia Comia,Alupay,I1-Z,4261.96,Locational Clearance,Industrial Park Expansion,4910.71
2023-08-30,U-645957,Danilo Dimaculangan,Santa Cruz,R2-Z,151.72,Zoning Certificate,Residential Construction,404.09
2023-08-31,U-293096,Grace Reyes,San Carlos,UTS-Z,815.33,Locational Clearance,General Property Clearance,21912.21
2023-09-01,U-887876,Batangas Gold Farms Corp.,Pinagsibaan,I2-Z,6516.76,Locational Clearance,Environmental Compliance,10534.52
2023-09-04,U-753815,Teresa Alday,Santa Cruz,R2-Z,114.56,Locational Clearance,Subdivision Phase 1,13143.18
2023-09-05,U-687602,Rosario Realty & Development,Cahigam,GI-Z,1464.87,Zoning Certificate,Warehouse/Factory Construction,394.65
2023-09-05,U-443050,Batangas Gold Trading Corp.,Baybayin,R1-Z,163.92,Zoning Certificate,Residential Construction,442.45
2023-09-06,U-071940,Christian Torres,Pinagsibaan,,,Locational Clearance,Warehouse/Factory Construction,14743.82
2023-09-06,U-931823,Ramon Sanchez,Alupay,I1-Z,2009.07,Zoning Certificate,Industrial Park Expansion,422.76
2023-09-07,U-695110,Juan Gonzales,Timbugan,R1-Z,325.85,Locational Clearance,Subdivision Phase 1,3284.51
2023-09-07,U-314994,Christian Castillo,Calantas,PDA-SZ,18883.98,Locational Clearance,Farm Development Permit,16408.22
2023-09-07,U-037698,Rosario Commercial Center,Poblacion E,R1-Z,195.34,Locational Clearance,Bank Financing Requirement,6553.66
2023-09-07,U-206892,Benjamin Reyes,Pinagsibaan,I2-Z,7301.19,Locational Clearance,Warehouse/Factory Construction,15963.34
2023-09-08,U-065472,Luzon Integrated Holdings Inc.,Bagong Pook,R1-Z,197.15,Development Permit,Bank Financing Requirement,86542.48
2023-09-08,U-549499,Chloe Castillo,Alupay,,,Zoning Certificate,Agribusiness Construction,451.1
2023-09-08,U-730454,Batangas Gold Realty & Development,Pinagsibaan,,,Zoning Certificate,Environmental Compliance,496.66
2023-09-11,U-077105,Maria Bautista,Colongan,,,Zoning Certificate,Residential Construction,364.8
2023-09-11,U-944092,Daniel Dimaculangan,Itlugan,R2-Z,174.7,Zoning Certificate,Residential Construction,327.78
2023-09-12,U-139777,Mark Torres,Bayawang,AgIndZ,3177.01,Locational Clearance,Environmental Compliance,16439.06
2023-09-12,U-678814,Mark Alday,Mabato,PDA-SZ,2837.6,Locational Clearance,Land Title Verification,16267.39
2023-09-12,U-146072,Ramon Garcia,Matamis,PTA-SZ-RA,9164.5,Zoning Certificate,Subdivision Phase 1,446.72
2023-09-13,U-375309,Juan Lopez,Poblacion A,C2-Z,721.3,Locational Clearance,Business Permit Requirement,14314.62
2023-09-13,U-306555,Daniel Lopez,Poblacion E,R1-Z,334.22,Locational Clearance,Bank Financing Requirement,14822.67
2023-09-13,U-294462,Chloe Comia,Santa Cruz,,,Zoning Certificate,Bank Financing Requirement,325.26
2023-09-14,U-858308,Batangas Gold Trading Corp.,San Roque,R1-Z,185.05,Locational Clearance,Bank Financing Requirement,17980.83
2023-09-14,U-838639,Batangas Gold Farms Corp.,Namunga,,,Zoning Certificate,Commercial Complex Development,448.92
2023-09-15,U-893652,Southern Luzon Commercial Center,Mabato,,,Locational Clearance,Farm Development Permit,7053.08
2023-09-15,U-531110,David Bautista,Calantas,PDA-SZ,19580.39,Locational Clearance,Agribusiness Construction,19866.32
2023-09-19,U-576388,Christian Fernandez,Poblacion A,,,Locational Clearance,Commercial Complex Development,8761.68
2023-09-19,U-752516,David Reyes,Poblacion A,MR2-SZ,145.12,Locational Clearance,Subdivision Phase 1,10884.41
2023-09-19,U-025665,Ramon Cruz,Tulos,PDA-SZ,3069.22,Locational Clearance,Farm Development Permit,8662.69
2023-09-22,U-144199,Batangas Holdings Inc.,Bayawang,UTS-Z,2280.81,Zoning Certificate,General Property Clearance,260.04
2023-09-25,U-301999,Daniel Ramos,Alupay,,,Locational Clearance,Environmental Compliance,8504.2
2023-09-25,U-019657,Emmanuel Torres,Macalamcam B,,,Zoning Certificate,Bank Financing Requirement,486.12
2023-09-26,U-719443,Luzon Integrated Realty & Development,Poblacion B,C1-Z,201.23,Locational Clearance,Business Permit Requirement,18689.33
2023-09-26,U-325840,Danilo Torres,Bagong Pook,R2-Z,172.41,Locational Clearance,Residential Construction,13841.41
2023-09-26,U-788326,David Mendoza,Pinagsibaan,I1-Z,4863.02,Zoning Certificate,Industrial Park Expansion,436.7
2023-09-27,U-151051,Batangas Gold Holdings Inc.,Balibago,R1-Z,229.0,Zoning Certificate,Subdivision Phase 1,345.83
2023-09-28,U-220287,Angel Castillo,San Roque,C1-Z,452.71,Zoning Certificate,Business Permit Requirement,371.82
2023-09-29,U-685822,Agri-Ventures Enterprises,Nasi,PTA-SZ-RA,8464.34,Locational Clearance,Bank Financing Requirement,13083.43
2023-09-29,U-536811,Juan Garcia,Mabato,5491-APDA-SZ,3990.3,Locational Clearance,Land Title Verification,16211.4
2023-09-29,U-773007,Mark Ramos,Bagong Pook,R1-Z,126.08,Zoning Certificate,Residential Construction,256.75
2023-10-02,U-060091,Juan Mercado,Baybayin,R2-Z,80.67,Locational Clearance,Residential Construction,18981.04
2023-10-02,U-379852,Luz Dimaculangan,Colongan,R1-Z,273.46,Locational Clearance,Subdivision Phase 1,8575.74
2023-10-03,U-109690,Angel Alday,Calantas,,,Locational Clearance,Farm Development Permit,10949.84
2023-10-03,U-051043,Luz Santos,Calantas,PDA-SZ,6457.63,Locational Clearance,Farm Development Permit,10529.64
2023-10-04,U-251453,Grace Garcia,Poblacion B,R2-Z,85.81,Locational Clearance,Residential Construction,7597.85
2023-10-04,U-715956,Mark Santos,Baybayin,AgIndZ,7980.54,Locational Clearance,Warehouse/Factory Construction,14566.79
2023-10-04,U-559163,Antonio Cruz,San Isidro,R1-Z,288.66,Locational Clearance,Residential Construction,13046.62
2023-10-04,U-347628,Jose Fernandez,San Roque,C1-Z,439.88,Locational Clearance,Commercial Building Construction,10411.31
2023-10-05,U-657014,Prime Trading Corp.,Santa Cruz,,,Locational Clearance,Bank Financing Requirement,13962.45
2023-10-05,U-024510,Rosario Enterprises,Bayawang,I1-Z,3709.41,Locational Clearance,Industrial Park Expansion,16553.34
2023-10-05,U-083599,Christian Mercado,Balibago,R1-Z,133.04,Zoning Certificate,Residential Construction,250.56
2023-10-09,U-376311,Ramon Reyes,Poblacion E,R1-Z,111.43,Locational Clearance,Bank Financing Requirement,4222.2
2023-10-09,U-069992,Victoria Alday,Poblacion D,R2-Z,143.74,Locational Clearance,Subdivision Phase 1,6408.25
2023-10-10,U-235055,Mark Perez,Quilib,R2-Z,136.43,Locational Clearance,Residential Construction,3346.83
2023-10-10,U-602043,Emmanuel Bautista,Alupay,CMRF,418.42,Zoning Certificate,Facility/Structure Construction,360.76
2023-10-11,U-478151,Luzon Integrated Trading Corp.,Alupay,I1-Z,4758.47,Development Permit,Industrial Park Expansion,79144.17
2023-10-11,U-146302,Batangas Gold Realty & Development,Pinagsibaan,,,Locational Clearance,Environmental Compliance,8268.53
2023-10-11,U-542813,Teresa Torres,Poblacion D,MR2-SZ,95.17,Locational Clearance,Residential Construction,6954.01
2023-10-11,U-040654,David Garcia,Balibago,R1-Z,188.95,Locational Clearance,Subdivision Phase 1,12306.09
2023-10-11,U-299273,Victoria Mercado,Quilib,R2-Z,153.84,Zoning Certificate,Bank Financing Requirement,405.59
2023-10-12,U-394221,Maria Perez,Mabunga,R2-Z,118.96,Locational Clearance,Residential Construction,13897.76
2023-10-12,U-676745,Batangas Gold Enterprises,Namuco,UTS-Z,750.86,Locational Clearance,Facility/Structure Construction,8473.91
2023-10-12,U-066856,Christian Macalalad,Santa Cruz,R2-Z,113.65,Zoning Certificate,Residential Construction,271.1
2023-10-13,U-863425,Rosario Farms Corp.,Tulos,THSP-SZ,8476.39,Development Permit,Site Development Permit,53226.56
2023-10-13,U-548424,Benjamin Castillo,Leviste,R1-Z,304.96,Locational Clearance,Bank Financing Requirement,3853.6
2023-10-13,U-292404,Grace Lopez,Pinagsibaan,I1-Z,2915.01,Locational Clearance,Industrial Park Expansion,4666.66
2023-10-16,U-807154,Luz Ramos,Timbugan,PDA-SZ,17525.7,Locational Clearance,Farm Development Permit,6158.19
2023-10-16,U-304414,Mark Comia,Bagong Pook,R2-Z,94.31,Locational Clearance,Residential Construction,4546.5
2023-10-16,U-547697,Batangas Enterprises,Balibago,R1-Z,326.85,Locational Clearance,Residential Construction,15024.27
2023-10-16,U-224605,Teresa Perez,Calantas,,,Zoning Certificate,Subdivision Phase 1,409.35
2023-10-16,U-953034,Victoria Castillo,Bagong Pook,R1-Z,348.26,Zoning Certificate,Bank Financing Requirement,301.09
2023-10-16,U-612205,Luz Torres,Maligaya,AgIndZ,6743.46,Zoning Certificate,Warehouse/Factory Construction,400.97
2023-10-16,U-723462,Christian Mendoza,Mabunga,R1-Z,265.91,Zoning Certificate,Residential Construction,421.4
2023-10-17,U-108058,Jose Rodriguez,San Carlos,AgIndZ,6446.01,Locational Clearance,Environmental Compliance,9326.53
2023-10-18,U-812582,Christian Sanchez,Putingkahoy,PDA-SZ,18957.75,Locational Clearance,Land Title Verification,21223.71
2023-10-18,U-434921,Chloe Castillo,Antipolo,R1-Z,246.33,Locational Clearance,Bank Financing Requirement,11635.52
2023-10-18,U-273888,Antonio Santos,Bagong Pook,R1-Z,329.04,Zoning Certificate,Subdivision Phase 1,364.41
2023-10-18,U-897760,Benjamin Rodriguez,Bulihan,C1-Z,299.36,Zoning Certificate,Business Permit Requirement,453.02
2023-10-19,U-015616,Rosario Realty & Development,San Isidro,R1-Z,279.84,Development Permit,Subdivision Phase 1,33451.64
2023-10-19,U-735483,Corazon Rodriguez,Namunga,C1-Z,352.69,Locational Clearance,Business Permit Requirement,10891.17
2023-10-19,U-588241,Daniel Castillo,Calantas,PDA-SZ,13720.32,Locational Clearance,Agribusiness Construction,10424.21
2023-10-19,U-269703,Christian Rodriguez,Santa Cruz,T-Z,4732.44,Locational Clearance,Site Development Permit,12374.48
2023-10-19,U-887071,Antonio Gonzales,Alupay,CMRF,1020.44,Locational Clearance,Facility/Structure Construction,18761.75
2023-10-20,U-953575,Christian Cruz,Calantas,FR-SZ,21514.15,Locational Clearance,Subdivision Phase 1,13443.35
2023-10-23,U-954016,Corazon Garcia,Leviste,AgIndZ,2046.94,Locational Clearance,Environmental Compliance,21837.84
2023-10-23,U-249531,Danilo Rodriguez,Baybayin,R1-Z,325.46,Locational Clearance,Residential Construction,11024.34
2023-10-23,U-792886,Juan Gonzales,Santa Cruz,,,Zoning Certificate,Bank Financing Requirement,329.59
2023-10-23,U-973402,Grace Sanchez,Mabunga,R2-Z,189.7,Zoning Certificate,Residential Construction,416.35
2023-10-24,U-034250,Juan Comia,Poblacion A,C1-Z,212.44,Development Permit,Business Permit Requirement,74417.94
2023-10-24,U-694955,Daniel Bautista,Balibago,R2-Z,207.86,Locational Clearance,Bank Financing Requirement,18016.54
2023-10-24,U-549127,Christian Fernandez,Tiquiwan,R1-Z,254.79,Locational Clearance,Residential Construction,21381.51
2023-10-24,U-319883,Mark Sanchez,Santa Cruz,R1-Z,297.97,Zoning Certificate,Residential Construction,276.09
2023-10-25,U-095632,Batangas Gold Holdings Inc.,Calantas,PDA-SZ,6720.3,Locational Clearance,Land Title Verification,16457.83
2023-10-25,U-930469,Southern Luzon Trading Corp.,Cahigam,R2-Z,102.87,Locational Clearance,Subdivision Phase 1,4226.28
2023-10-25,U-935848,Rosario Logistics Inc.,Masaya,R2-Z,81.37,Locational Clearance,Bank Financing Requirement,11288.9
2023-10-25,U-201395,Luzon Integrated Commercial Center,Lumbangan,R1-Z,282.63,Locational Clearance,Residential Construction,13302.99
2023-10-25,U-111492,Mark Torres,Leviste,R2-Z,210.66,Locational Clearance,Residential Construction,18229.22
2023-10-26,U-381507,Southern Luzon Realty & Development,Bagong Pook,R2-Z,145.35,Development Permit,Bank Financing Requirement,50827.85
2023-10-26,U-102394,Maria Alday,San Roque,R2-Z,182.85,Locational Clearance,Subdivision Phase 1,21754.41
2023-10-26,U-143960,Benjamin Reyes,Pinagsibaan,UTS-Z,957.24,Locational Clearance,Facility/Structure Construction,3666.22
2023-10-27,U-619543,Corazon Ramos,Poblacion B,C2-Z,240.17,Locational Clearance,Commercial Complex Development,5891.68
2023-10-27,U-501993,Luzon Integrated Trading Corp.,Pinagsibaan,AgIndZ,7518.94,Locational Clearance,Environmental Compliance,11821.46
2023-10-27,U-316371,Daniel Mendoza,Poblacion A,R1-Z,307.19,Locational Clearance,Bank Financing Requirement,9608.99
2023-10-31,U-963046,Antonio Torres,Marilag,R1-Z,148.18,Locational Clearance,Subdivision Phase 1,6319.43
2023-10-31,U-825660,Southern Luzon Holdings Inc.,Bagong Pook,BR2-SZ,97.27,Locational Clearance,Subdivision Phase 1,8099.49
2023-10-31,U-016620,Sofia Garcia,Santa Cruz,R2-Z,164.73,Locational Clearance,Subdivision Phase 1,6294.0
2023-11-03,U-172687,Southern Luzon Realty & Development,Antipolo,C/MP-Z,558.75,Development Permit,Commercial Building Construction,38071.16
2023-11-03,U-580886,Angel Reyes,Maligaya,R1-Z,211.1,Locational Clearance,Residential Construction,15257.17
2023-11-03,U-389004,Daniel Mendoza,Antipolo,R1-Z,152.67,Locational Clearance,Bank Financing Requirement,18367.67
2023-11-03,U-158500,Danilo Lopez,Tulos,ECT-Z,5552.29,Locational Clearance,Business Permit Requirement,7601.71
2023-11-03,U-169570,Luzon Integrated Realty & Development,Bagong Pook,R1-Z,246.94,Zoning Certificate,Bank Financing Requirement,385.21
2023-11-06,U-752473,Chloe Reyes,San Isidro,R2-Z,249.65,Locational Clearance,Residential Construction,17203.49
2023-11-07,U-686896,Corazon Bautista,Masaya,R1-Z,245.04,Locational Clearance,Bank Financing Requirement,19178.11
2023-11-07,U-960074,Mark Cruz,Masaya,R1-Z,252.23,Locational Clearance,Subdivision Phase 1,14924.72
2023-11-08,U-497247,Daniel Comia,San Isidro,R2-Z,217.13,Locational Clearance,Subdivision Phase 1,19540.41
2023-11-08,U-776893,Christian Macalalad,Marilag,PDA-SZ,11180.43,Locational Clearance,Farm Development Permit,17396.09
2023-11-09,U-027894,David Bautista,Bagong Pook,BR2-SZ,151.3,Development Permit,Residential Construction,112563.08
2023-11-09,U-220870,Teresa Santos,Poblacion D,MR2-SZ,143.65,Locational Clearance,Subdivision Phase 1,15354.98
2023-11-09,U-150647,Batangas Gold Holdings Inc.,Poblacion C,R1-Z,349.05,Locational Clearance,Bank Financing Requirement,13933.79
2023-11-09,U-859924,Rosario Enterprises,Namuco,I3-Z,10424.52,Zoning Certificate,Environmental Compliance,446.25
2023-11-10,U-722617,Batangas Enterprises,Cahigam,R1-Z,138.17,Locational Clearance,Bank Financing Requirement,5217.08
2023-11-10,U-440377,Luzon Integrated Commercial Center,San Roque,,,Zoning Certificate,Subdivision Phase 1,299.83
2023-11-10,U-252467,Victoria Cruz,Balibago,R2-Z,139.53,Zoning Certificate,Residential Construction,342.7
2023-11-10,U-670770,Prime Holdings Inc.,Mabato,PTA-SZ-RA,19480.21,Zoning Certificate,Residential Construction,270.86
2023-11-10,U-189199,Daniel Macalalad,San Carlos,PDA-SZ,14714.09,Zoning Certificate,Agribusiness Construction,481.39
2023-11-13,U-107331,Batangas Farms Corp.,Namuco,I1-Z,3524.53,Development Permit,Industrial Park Expansion,25962.25
2023-11-13,U-281074,Batangas Gold Farms Corp.,Namunga,,,Locational Clearance,Business Permit Requirement,5704.74
2023-11-13,U-489547,Juan Mendoza,San Roque,C1-Z,489.77,Locational Clearance,Commercial Building Construction,10979.04
2023-11-13,U-342980,Teresa Santos,Alupay,,,Zoning Certificate,Bank Financing Requirement,328.7
2023-11-13,U-696371,Southern Luzon Holdings Inc.,San Roque,R1-Z,243.47,Zoning Certificate,Subdivision Phase 1,490.43
2023-11-14,U-600037,Angel Dimaculangan,San Roque,R1-Z,199.3,Locational Clearance,Bank Financing Requirement,7197.52
2023-11-14,U-152911,Prime Farms Corp.,Namunga,R1-Z,162.9,Zoning Certificate,Subdivision Phase 1,391.74
2023-11-14,U-997528,Angel Torres,Namunga,R1-Z,262.88,Zoning Certificate,Residential Construction,270.75
2023-11-14,U-939092,Christian Comia,San Isidro,PDA-SZ,7911.26,Zoning Certificate,Agribusiness Construction,445.21
2023-11-16,U-070025,Emmanuel Torres,Macalamcam B,,,Locational Clearance,Subdivision Phase 1,8665.78
2023-11-16,U-810058,Jose Cruz,Maalas-As,R1-Z,328.24,Locational Clearance,Subdivision Phase 1,6506.43
2023-11-16,U-867626,Batangas Farms Corp.,Itlugan,R2-Z,233.19,Locational Clearance,Residential Construction,3838.98
2023-11-16,U-798239,Corazon Bautista,Mabunga,R2-Z,220.77,Locational Clearance,Bank Financing Requirement,16972.67
2023-11-16,U-119085,Mark Comia,Poblacion E,R1-Z,322.36,Locational Clearance,Residential Construction,9075.3
2023-11-16,U-449713,Agri-Ventures Trading Corp.,Alupay,I1-Z,2589.67,Locational Clearance,Industrial Park Expansion,4096.32
2023-11-16,U-614393,Sofia Dimaculangan,Calantas,THSP-SZ,9653.32,Locational Clearance,Site Development Permit,1525.04
2023-11-16,U-417355,Antonio Ramos,Santa Cruz,,,Zoning Certificate,Residential Construction,341.07
2023-11-17,U-886246,Mark Sanchez,Bagong Pook,C1-Z,358.96,Locational Clearance,Commercial Complex Development,15622.88
2023-11-17,U-632801,Rosario Realty & Development,Marilag,R1-Z,201.67,Locational Clearance,Subdivision Phase 1,9873.43
2023-11-17,U-517853,Victoria Castillo,Poblacion C,R2-Z,199.94,Locational Clearance,Residential Construction,13875.16
2023-11-20,U-723849,Benjamin Mercado,Namunga,R1-Z,196.43,Locational Clearance,Bank Financing Requirement,7213.89
2023-11-20,U-617012,Rosario Farms Corp.,San Roque,C1-Z,439.39,Locational Clearance,Business Permit Requirement,18729.93
2023-11-20,U-505792,Corazon Santos,Baybayin,PDA-SZ,9586.29,Zoning Certificate,Land Title Verification,464.9
2023-11-20,U-072834,Southern Luzon Enterprises,Namuco,AgIndZ,6095.3,Zoning Certificate,Environmental Compliance,447.55
2023-11-21,U-229591,Maria Castillo,Poblacion A,GI-Z,1580.75,Locational Clearance,Environmental Compliance,8609.53
2023-11-21,U-291764,Luz Alday,Namuco,UTS-Z,2493.35,Locational Clearance,General Property Clearance,13151.96
2023-11-22,U-546962,Benjamin Fernandez,Quilib,R1-Z,169.41,Locational Clearance,Residential Construction,4349.58
2023-11-22,U-029884,Mark Sanchez,Leviste,R2-Z,177.87,Locational Clearance,Subdivision Phase 1,16336.4
2023-11-22,U-410491,Benjamin Perez,Lumbangan,R1-Z,100.48,Locational Clearance,Bank Financing Requirement,14744.19
